"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 100","23 Jan 2026","16765.4","16770.85","16326.35","16352.75"
"NIFTY SMALLCAP 100","22 Jan 2026","16717.9","16807.7","16534.9","16677.25"
"NIFTY SMALLCAP 100","21 Jan 2026","16648.85","16736.9","16362.9","16551.20"
"NIFTY SMALLCAP 100","20 Jan 2026","17185.8","17186.2","16660.55","16701.05"
"NIFTY SMALLCAP 100","19 Jan 2026","17339.35","17366.9","17165.75","17190.70"
"NIFTY SMALLCAP 100","16 Jan 2026","17427.7","17495","17340","17362.30"
"NIFTY SMALLCAP 100","14 Jan 2026","17281.85","17453.9","17259.5","17410.85"
"NIFTY SMALLCAP 100","13 Jan 2026","17264.25","17359.25","17163.95","17295.80"
"NIFTY SMALLCAP 100","12 Jan 2026","17287.1","17294.65","16946.95","17193.30"
"NIFTY SMALLCAP 100","09 Jan 2026","17572.5","17637.9","17252.95","17282.65"
"NIFTY SMALLCAP 100","08 Jan 2026","17972.7","17997.25","17560.75","17601.05"
"NIFTY SMALLCAP 100","07 Jan 2026","17891.95","17993.7","17840.3","17958.50"
"NIFTY SMALLCAP 100","06 Jan 2026","18000.65","18000.65","17812.05","17887.85"
"NIFTY SMALLCAP 100","05 Jan 2026","17882.65","17984.9","17836.3","17926.40"
"NIFTY SMALLCAP 100","02 Jan 2026","17744.5","17845.25","17699.1","17832.05"
"NIFTY SMALLCAP 100","01 Jan 2026","17745.8","17749.9","17606.6","17704.90"
"NIFTY SMALLCAP 100","31 Dec 2025","17579.6","17758.6","17574.95","17713.95"
"NIFTY SMALLCAP 100","30 Dec 2025","17553.8","17570.6","17407","17518.95"
"NIFTY SMALLCAP 100","29 Dec 2025","17756.55","17764.3","17543.1","17567.70"
"NIFTY SMALLCAP 100","26 Dec 2025","17739.2","17784.4","17668.1","17695.10"
"NIFTY SMALLCAP 100","24 Dec 2025","17679.95","17762.7","17647.8","17708.60"
"NIFTY SMALLCAP 100","23 Dec 2025","17633.25","17679.6","17575.5","17658.80"
"NIFTY SMALLCAP 100","22 Dec 2025","17466.4","17621.4","17425.55","17593.05"
"NIFTY SMALLCAP 100","19 Dec 2025","17205.25","17407.7","17191.15","17390.35"
"NIFTY SMALLCAP 100","18 Dec 2025","17154.15","17190.45","16998.6","17160.20"
"NIFTY SMALLCAP 100","17 Dec 2025","17293.25","17326.8","17103.95","17138.55"
"NIFTY SMALLCAP 100","16 Dec 2025","17399.6","17400.6","17240.55","17265.15"
"NIFTY SMALLCAP 100","15 Dec 2025","17389.15","17442.15","17328.05","17425.85"
"NIFTY SMALLCAP 100","12 Dec 2025","17298.05","17401.35","17277.55","17389.95"
"NIFTY SMALLCAP 100","11 Dec 2025","17101.9","17245.05","17014.7","17228.05"
"NIFTY SMALLCAP 100","10 Dec 2025","17265.8","17371.25","17049.85","17090.15"
"NIFTY SMALLCAP 100","09 Dec 2025","17012.1","17265.75","16782.55","17245.80"
"NIFTY SMALLCAP 100","08 Dec 2025","17505.85","17514.1","16983.9","17051.65"
"NIFTY SMALLCAP 100","05 Dec 2025","17606.2","17610.35","17448.05","17507.75"
